clean_text,sentiment,source
picture description item pepper plant least construed way get small full dirt pepper seed inside living plant youre expecting receive pepper plant disappointed bucks one seed bit high side thought might prevent buyer making mistake plus longer judged hottest pepper world moruga scorpion takes honor,Negative,Amazon
ordered product straight company website received nothing mail tried order product time working amazoncom still nothing came poor company would never order could give zero stars would,Negative,Amazon
first time received item fizzstill tasted goodbut like fizzhopefuly next one sparkling,Negative,Amazon
couple years ago friend mine gave lichee tea brought china tea tasted absolutely wonderful ran decided get amazon unfortunately couldnt find exact tea figured lichee tea china shouldnt different one another ordered golden sail brand lichee black tea well say difference huge tea means real thing decent black tea ill drink bland side nothing wonderful aroma sweetness lichee tea,Negative,Amazon
bulk box seems defective know equal stuff doesnt measure side side comparsion already purchased walmart recently bulk box equal wasnt white didnt sweeteni suspected old outside bulk box said doesnt expire old possible packets hard life could exposed much heat aspartame looses sweetness heat,Negative,Amazon
item almost scent flavorit seems mainly plain water,Negative,Amazon
three dogs two cocker spaniels jack russell terrier none like toy several nylabone toys one least favorite tried got bored fast heavy points somewhat sharp may turns dogs though textured toys handling would worried coarse causing bleeding gums injuring teeth,Negative,Amazon
im experimenting various campbell soups im diet diet pointofview beefy mushroom soup bad whole made water calorieshowever said shant buying first thin watery less cup anything solid ie mushrooms beef cubesanother minus msg monosodium glutamateanother minus mg sodium yikes expect product described water salt sodium phospateother unsavory ingredients include hydrolyzed yeast protein extract hydrolyzed soy protein hydrolyzed wheat glutennot another family healthy left funny aftertaste mouthgoing brush nowpam,Negative,Amazon
cookies taste even remotely chocolately didnt taste hazelnutty either worst way sweet really taste honey surprise total sweetslover honey turns first ingredient also makes doubt paleohealthy really prefer raw revolution bars even handful hazelnuts dark chocolate chips,Negative,Amazon
extended family went trip visit baseball stadiums thought better way get baseball mood picking big league chew gameswellwhat great weekend ultimately ruined found accidentally purchased ground ball grape flavor familiar tastes like horrible medicine meant cure fun tried put brave front make game actually keep giant wads awful gum mouth longest time record sadly hovered around seconds three bags purchased one half completely wasted couldnt even give awaylesson learned wary flavors pick lest create impassable rift family relationships get banned future trips,Negative,Amazon
really like taste coffee complaint coffee grinds end coffee huge fan even though really like taste order bummer,Negative,Amazon
